@lat;@lon;name;addr:suburb
-23.7402528;-46.5365341;Avenida Visconde de Cairu;
-23.7387231;-46.5377345;Rua Dom Fernando Mascarenhas;
-23.7395282;-46.5378321;Rua Duarte Murtinho;
-23.7425823;-46.5364451;Rua Washington Luís;
-23.7399262;-46.5314815;Avenida Conde de São Lourenço;
-23.7418027;-46.5365580;Avenida Visconde de Araruama;
-23.7380030;-46.5416843;Rua Pedro Zolcsak;
-23.7872839;-46.5349279;Estrada do Rio Acima;
-23.7839145;-46.5403302;Estrada dos Camponeses;
-23.7827710;-46.5409271;Estrada dos Camponeses;
-23.6992041;-46.5475568;Rua dos Vianas;
-23.7009805;-46.5769083;Avenida Robert Kennedy;
-23.6992908;-46.5693241;Rua Max Mangels Sênior;
-23.6991314;-46.5712810;Rua Max Mangels Sênior;
-23.6983740;-46.5738311;Rua Max Mangels Sênior;
-23.6975659;-46.5769148;Rua Max Mangels Sênior;
-23.6976022;-46.5758648;Rua Max Mangels Sênior;
-23.6977839;-46.5778095;Avenida Robert Kennedy;
-23.6988686;-46.5775209;Avenida Robert Kennedy;
-23.6915999;-46.5795910;Avenida Robert Kennedy;
-23.6906406;-46.5794017;Avenida Robert Kennedy;
-23.6927669;-46.5797821;Avenida Robert Kennedy;
-23.6908397;-46.5796198;Avenida Piraporinha;
-23.7752973;-46.5199689;Viela Mafra;
-23.7053224;-46.5310417;Rua Iara;
-23.7025384;-46.5293984;Rua Belo Horizonte;
-23.7007292;-46.5633200;Rua Arcângelo Campanella;
-23.7007240;-46.5643297;Rua Adealerti Francisco Grotti;
-23.6908260;-46.5794585;Avenida Robert Kennedy;
-23.6907541;-46.5792580;Avenida Piraporinha;
-23.6992700;-46.5707885;Rua Max Mangels Sênior;
-23.6991800;-46.5709655;Rua Max Mangels Sênior;
-23.7112251;-46.5655610;Avenida Álvaro Guimarães;
-23.7048006;-46.5719445;Rua Cabral da Câmara;
-23.7039265;-46.5719847;Rua Cabral da Câmara;
-23.7032570;-46.5719861;Rua Cabral da Câmara;
-23.6905251;-46.5668338;Rua Carlos Olavo Vicentini;
-23.6904522;-46.5667621;Avenida Álvaro Guimarães;
-23.6937218;-46.5660226;Rua Professor Rubião Meira;
-23.6948594;-46.5684769;Rua Doutor José Ória;
-23.6958774;-46.5682347;Avenida Álvaro Guimarães;
-23.6952986;-46.5696117;Rua Etram;
-23.6950539;-46.5684784;Avenida Álvaro Guimarães;
-23.6958508;-46.5677823;Rua Oragnof;
-23.6958639;-46.5682178;Rua Oragnof;
-23.6964917;-46.5667885;Rua Raymundo Cirino;
-23.6991834;-46.5663529;Rua Max Mangels Sênior;
-23.7014158;-46.5670748;Rua Arcângelo Campanella;
-23.7009559;-46.5678829;Rua Arcângelo Campanella;
-23.7014700;-46.5689020;Rua Arcângelo Campanella;
-23.7019947;-46.5696684;Rua Arcângelo Campanella;
-23.7012886;-46.5691232;Rua Antônio dos Santos;
-23.7003804;-46.5688552;Rua Francisco Marotti;
-23.7020497;-46.5703630;Rua Arcângelo Campanella;
-23.7026899;-46.5719839;Rua Cabral da Câmara;
-23.7024078;-46.5723684;Rua Benedito Conrado Filho;
-23.7023084;-46.5746564;Rua Benedito Conrado Filho;
-23.7017127;-46.5736274;Rua Sérgio Cardoso;
-23.7017328;-46.5749234;Rua Sérgio Cardoso;
-23.7014846;-46.5741857;Rua Capitão Alberto Mendes Júnior;
-23.7023667;-46.5766315;Avenida Robert Kennedy;
-23.7039487;-46.5764552;Avenida Robert Kennedy;
-23.7009734;-46.5779012;Rua José Rocha;
-23.7000830;-46.5777852;Rua Giovanni Zechetti;
-23.6998667;-46.5781804;Rua José Rocha;
-23.7011187;-46.5791473;Rua Lázaro Rosa;
-23.7064294;-46.5757529;Avenida Robert Kennedy;
-23.7072803;-46.5754826;Avenida Robert Kennedy;
-23.7179207;-46.5736927;Avenida Robert Kennedy;
-23.7184565;-46.5737805;Rua Viña Del Mar;
-23.7193608;-46.5737576;Avenida Robert Kennedy;
-23.7184498;-46.5727022;Rua Viña Del Mar;
-23.7185001;-46.5771274;Rua Viña Del Mar;
-23.7227491;-46.5768897;Avenida Senador Ricardo Batista;
-23.7234691;-46.5745318;Avenida Robert Kennedy;
-23.7204878;-46.5735622;Avenida Robert Kennedy;
-23.7236981;-46.5716960;Avenida João Firmino;
-23.7248756;-46.5737616;Praça Giovani Breda;
-23.7258404;-46.5739577;Rua Cristóvão de Barros;
-23.7239902;-46.5698594;Rua Ana Maria Martinez;
-23.7048503;-46.5270005;Rua Itaiba;
-23.7032773;-46.5272029;Rua Itaúba;
-23.7035853;-46.5270111;Rua Itá;
-23.7074814;-46.5254630;Rua Jardim da Colina;
-23.7191924;-46.5283223;Rua do Sonho;
-23.7195931;-46.5295905;Viela 5;
-23.7180892;-46.5281506;Travessa Dom Pedro de Alcântara;
-23.7229562;-46.5657228;Rua dos Cravos;
-23.7212819;-46.5644751;Rua Wálter Carlos Zanini;
-23.7210996;-46.5640658;Rua Wálter Carlos Zanini;
-23.7198436;-46.5623415;Avenida João Firmino;
-23.7193789;-46.5610499;Avenida João Firmino;
-23.7577954;-46.5352733;Estrada do Vergueiro;
-23.7692881;-46.5352013;Estrada do Vergueiro;
-23.7801151;-46.5323159;Rua Ana Russo Vestri;
-23.7804737;-46.5348007;Rua Angela Gianotto;
-23.7861853;-46.5332004;Estrada do Rio Acima;
-23.7872418;-46.5337846;Rua Rio Acima;
-23.7875399;-46.5340139;Estrada do Rio Acima;
-23.7875887;-46.5358877;Estrada do Rio Acima;
-23.7879583;-46.5360979;Estrada do Rio Acima;
-23.7872755;-46.5368395;Estrada dos Camponeses;
-23.7889205;-46.5363752;Estrada do Rio Acima;
-23.7900786;-46.5375833;Estrada do Rio Acima;
-23.7918451;-46.5389248;Estrada do Rio Acima;
-23.7929350;-46.5394659;Estrada do Rio Acima;
-23.7961650;-46.5418758;Estrada do Rio Acima;
-23.7985672;-46.5398281;Avenida Francisco Finco;
-23.7992067;-46.5431419;Estrada do Rio Acima;
-23.8021929;-46.5424952;Estrada do Rio Acima;
-23.6970371;-46.5532000;Rua Jurubatuba;
-23.6988877;-46.5526826;Rua Domingos João Ballotin;
-23.6986218;-46.5523088;Avenida Mauricio Caetano de Castro;
-23.6984938;-46.5501005;Rua dos Vianas;
-23.6986826;-46.5496150;Rua dos Vianas;
-23.6952283;-46.5505379;Praça Samuel Sabatini;
-23.6934413;-46.5530234;Avenida Senador Vergueiro;
-23.6931686;-46.5490407;Avenida Getúlio Vargas;
-23.6939073;-46.5473997;Rua Itú;
-23.6947573;-46.5467857;Avenida Getúlio Vargas;
-23.6802882;-46.5558401;Avenida Senador Vergueiro;
-23.6840541;-46.5542191;Rua José Setti;
-23.6854407;-46.5565098;Rua Continental;
-23.6854373;-46.5575095;Rua Continental;
-23.6854393;-46.5583223;Rua Continental;
-23.6870335;-46.5596699;Avenida Kennedy;
-23.6888872;-46.5602097;Avenida Kennedy;
-23.6869697;-46.5595074;Avenida Kennedy;
-23.6877597;-46.5638836;Avenida Antártico;
-23.6851344;-46.5672470;Rua João Batista de Azevedo Marques;
-23.6834004;-46.5687628;Rua Almeida Brandão;
-23.6814804;-46.5682745;Rua Borges de Medeiros;
-23.6818910;-46.5680651;Rua Borges de Medeiros;
-23.6750419;-46.5676912;Rua Universal;
-23.6674488;-46.5605464;Avenida Senador Vergueiro;
-23.6662408;-46.5608277;Avenida Senador Vergueiro;
-23.6655065;-46.5613776;Avenida Senador Vergueiro;
-23.6707483;-46.5597346;Avenida Senador Vergueiro;
-23.6770103;-46.5567266;Avenida Senador Vergueiro;
-23.6803579;-46.5559289;Avenida Senador Vergueiro;
-23.6771518;-46.5564775;Rua Sérgio Vieira de Melo;
-23.6769587;-46.5566445;Avenida Senador Vergueiro;
-23.8278277;-46.5749719;Rio Rio Paratinga;
-23.8276995;-46.5650509;Rua Alberto Silva;
-23.8213957;-46.5723882;Estrada Ernesto Zabeu;
-23.8271815;-46.5646760;Estrada Ernesto Zabeu;
-23.8247109;-46.5741643;Rua Rio Canoas;
-23.8314853;-46.5736514;Rua Rio Corumbataí;
-23.8279006;-46.5733402;Rua Rio Pardo;
-23.8254200;-46.5638918;Rua Domingos Mendes pereira;
-23.8271599;-46.5724821;Rio Rio Sorocaba;
-23.8283651;-46.5699979;Rua Rio Doce;
-23.8340426;-46.5758068;Caminho da Represa;
-23.8051573;-46.5668841;Rua Gavião Real;
-23.8270007;-46.5631646;Rua Generoso Barbosa;
-23.8260555;-46.5662819;Rua Hilda Martha do Prado de Oliveira;
-23.8261113;-46.5687798;Rua Benedito Cypriano de Moraes;
-23.8086307;-46.6131901;Rua Gameleira;
-23.8252031;-46.5677081;Rua Roque Pelisare;
-23.8002477;-46.6179225;Estrada Copaíba;
-23.8134727;-46.5656007;Rua Guaxinim;
-23.8191802;-46.5647307;Estrada Araçari;
-23.8280028;-46.5627347;Rua Mário Novak;
-23.8260398;-46.5623389;Rua Lindolpho de Oliveira;
-23.8189955;-46.5642315;Rua Ouriço Preto;
-23.8187862;-46.5603974;Estrada Araçari;
-23.8277021;-46.5682403;Rua Roque Pelisare;
-23.8273272;-46.5725672;Caminho Travessa;
-23.8064722;-46.6150553;Rua Caviúna;
-23.8279782;-46.5739739;Rua Rio Tambaú;
-23.8288432;-46.5641040;Rua Cesarina de Araújo Barreto;
-23.8042895;-46.6143997;Rua Artemísia;
-23.8059901;-46.6166799;Rua Freijó;
-23.8136625;-46.5597326;Rua Maritaca;
-23.8284650;-46.5627694;Rua Antônio Barbosa Leite;
-23.8051701;-46.6135197;Rua Gerânio;
-23.8268317;-46.5641065;Rua Pedro Abel Nicolau Filho;
-23.8253068;-46.5615715;Rua Salviano Moreira da Silva;
-23.8075821;-46.6143903;Rua Camomila;
-23.8014961;-46.6168332;Estrada Imburana;
-23.8222383;-46.5682279;Rua Mandrião;
-23.8299524;-46.5653171;Rua Francisco Luiz Nunes;
-23.8252364;-46.5607363;Rua João Clem;
-23.8210218;-46.5645144;Rua Jacu Guaçu;
-23.8048989;-46.5607529;Estrada das Correntes;
-23.8153467;-46.5653090;Rua Pavó;
-23.8232313;-46.5686611;Rua Pichochó;
-23.8264384;-46.5681716;Rua Roque Pelisare;
-23.8220190;-46.5674399;Rua Muriqui;
-23.8059700;-46.6164015;Estrada Variante;
-23.8132873;-46.5621090;Rua Suçuarana;
-23.7011947;-46.5635342;Rua Antenore Grotte;
-23.7018955;-46.5639790;Rua Antenore Grotte;
-23.6974666;-46.5648011;Rua Doutor Cincinato Braga;
-23.6971036;-46.5629802;Rua Deputado Valentim Gentil;
-23.6908978;-46.5584523;Avenida Lucas Nogueira Garcez;
-23.6897560;-46.5576237;Rua Java;
-23.6893800;-46.5553742;Rua Tasman;
-23.7866287;-46.5348572;Rua Gelson Moreira de Souza;
-23.7861655;-46.5341559;Rua Joaquim Mascarenhas;
-23.7198021;-46.5277989;Rua da Padaria;
-23.7179825;-46.5263806;Rua do Oleoduto;
-23.7199683;-46.5285592;Rua Armando Martin Bianco;
-23.6942977;-46.5605834;Avenida Barão de Mauá;
-23.6932392;-46.5605794;Avenida Barão de Mauá;
-23.6950991;-46.5609236;Avenida Barão de Mauá;
-23.6921204;-46.5606255;Avenida Barão de Mauá;
-23.6941869;-46.5624227;Rua Domiciano Rossi;
-23.6966207;-46.5602986;Rua Miguel Arco e Flecha;
-23.6960524;-46.5599780;Rua Santa Adelaide;
-23.8048705;-46.5429039;Estrada do Rio Acima;
-23.7027928;-46.5563366;Rua Álvaro Inâcio Cardoso;
-23.7222019;-46.5499454;Viaduto José Fernando Medina Braga;
-23.7095774;-46.5528342;Rua Doutor Fláquer;
-23.7051943;-46.5516989;Avenida Francisco Prestes Maia;
-23.7067201;-46.5505032;Rua Santa Filomena;
-23.7061559;-46.5498326;Avenida Francisco Prestes Maia;
-23.7035155;-46.5523486;Rua Djalma Dutra;
-23.7017069;-46.5530262;Rua João Baptista de Oliveira Lima;
-23.6993534;-46.5520715;Rua José Pelosini;
-23.6994551;-46.5525578;Rua José Pelosini;
-23.6987088;-46.5518922;Avenida Mauricio Caetano de Castro;
-23.6958682;-46.5504323;Avenida Pereira Barreto;
-23.6900348;-46.5480138;Avenida Pereira Barreto;
-23.6945653;-46.5508442;Praça Samuel Sabatini;
-23.6942379;-46.5520497;Praça Samuel Sabatini;
-23.6901931;-46.5522608;Avenida Senador Vergueiro;
-23.6944903;-46.5510077;Viaduto José Fernando de Medina Braga;
-23.6942379;-46.5510898;Praça Samuel Sabatini;
-23.6921366;-46.5559861;Rua Atlântica;
-23.6927173;-46.5571362;Rua Banda;
-23.6902684;-46.5592984;Avenida Lucas Nogueira Garcez;
-23.6907989;-46.5605649;Avenida das Nações Unidas;
-23.6895728;-46.5599172;Praça Ibrahim de Almeida Nobre;
-23.6814524;-46.5575322;Avenida Kennedy;
-23.6817764;-46.5575568;Rua Vicente de Carvalho;
-23.6811320;-46.5576420;Rua Luiz Ferreira da Silva;
-23.6730338;-46.5585797;Avenida Senador Vergueiro;
-23.6751847;-46.5583742;Rua Vila Queimada;
-23.6757251;-46.5578786;Rua 9 de Julho;
-23.6718758;-46.5592372;Avenida Senador Vergueiro;
-23.6732765;-46.5609448;Rua Batalhão Piratininga;
-23.6736897;-46.5595699;Rua Copacabana;
-23.6746300;-46.5609201;Rua Vera Cruz;
-23.6433433;-46.5838302;Avenida Doutor Rudge Ramos;
-23.7022641;-46.5597808;Rua Frutuoso Ferreira Lima;
-23.7026695;-46.5579521;Rua Maria Eulália Barreto;
-23.7052849;-46.5521335;Avenida Brigadeiro Faria Lima;
-23.7054295;-46.5515647;Avenida Francisco Prestes Maia;
-23.7049340;-46.5513888;Rua Marechal Deodoro;
-23.7029876;-46.5509820;Rua Santa Filomena;
-23.7049084;-46.5522180;Avenida Brigadeiro Faria Lima;
-23.6932047;-46.5813067;Rua dos Escudeiros;
-23.6930253;-46.5813639;Rua dos Escudeiros;
-23.6930315;-46.5802211;Rua das Camélias;
-23.6933596;-46.5807203;Rua das Camélias;
-23.7102618;-46.5639688;Avenida José Odorizzi;
-23.7149170;-46.5621903;Avenida Álvaro Guimarães;
-23.7192174;-46.5604972;Avenida João Firmino;
-23.7914676;-46.5355218;Estrada do Morro Acima;
-23.7681371;-46.5413019;Avenida Balnearia;
-23.7682910;-46.5367571;Estrada do Vergueiro;
-23.7673177;-46.5371076;Estrada do Vergueiro;
-23.7053093;-46.5831541;Avenida Edilu;
-23.7059124;-46.5814369;Avenida Isaac Aizemberg;
-23.7049608;-46.5816884;Avenida Isaac Aizemberg;
-23.7057533;-46.5872889;Avenida Edilu;
-23.7047150;-46.5867778;Rua Grécia;
-23.7047327;-46.5873675;Rua Costa Rica;
-23.7059133;-46.5879734;Rua Egito;
-23.7053203;-46.5876211;Rua Grécia;
-23.7057179;-46.5886038;Avenida Humberto de Alencar Castelo Branco;
-23.7014298;-46.5874084;Avenida Humberto de Alencar Castelo Branco;
-23.7026901;-46.5829889;Rua Francisco Manoel da Silva;
-23.7026301;-46.5841559;Rua Almirante Cockrane;
-23.7042861;-46.5838165;Rua México;
-23.7038716;-46.5858751;Rua México;
-23.7050378;-46.5852309;Avenida Edilu;
-23.7063604;-46.5811431;Rua dos Bicos-de-Lacre;
-23.7079799;-46.5803406;Avenida Isaac Aizemberg;
-23.7052010;-46.5815255;Avenida Isaac Aizemberg;
-23.7061629;-46.5801713;Rua dos Bicos-de-Lacre;
-23.6954265;-46.5818672;Avenida Moinho Fabrini;
-23.6957600;-46.5791342;Avenida Robert Kennedy;
-23.7053697;-46.5760758;Avenida Robert Kennedy;
-23.7079212;-46.5752792;Avenida Robert Kennedy;
-23.7073191;-46.5644501;Avenida Dom Jaime de Barros Câmara;
-23.7052360;-46.5648233;Rua Oneda;
-23.7023961;-46.5713952;Rua Benedito Conrado Filho;
-23.7022745;-46.5724646;Rua Benedito Conrado Filho;
-23.7007280;-46.5632643;Rua Arcângelo Campanella;
-23.6896897;-46.5679155;Avenida Piraporinha;
-23.7009770;-46.5548330;Rua Ruy Barbosa;
-23.7020231;-46.5562227;Rua 3 de Maio;
-23.7012778;-46.5561613;Rua 24 de Fevereiro;
-23.7033597;-46.5565280;Rua Nildo Salvador Toscano;
-23.6978215;-46.5534176;Rua Jurubatuba;
-23.7208913;-46.5507233;Avenida Brigadeiro Faria Lima;
-23.6927148;-46.5488689;Avenida Pereira Barreto;
-23.6546132;-46.5715606;Avenida Caminho do Mar;
-23.6742670;-46.5690684;Rua Vera Cruz;
-23.7167158;-46.5591353;Rua Francisco Adamo;
-23.7162870;-46.5594323;Avenida das Rosas;
-23.7158983;-46.5586749;Rua das Tulipas;
-23.7162936;-46.5595326;Rua das Tulipas;
-23.7164637;-46.5593843;Rua Francisco Adamo;
-23.6854390;-46.5591761;Rua Continental;
-23.6854416;-46.5588344;Rua Continental;
-23.7017789;-46.5776646;Rua Cunha Matos;
-23.7016370;-46.5783646;Rua Carlos Ayres;
-23.7004459;-46.5786793;Rua Giovanni Zechetti;
-23.7011044;-46.5805017;Avenida Moinho Fabrini;
-23.7011347;-46.5811309;Rua Raul Quaresma;
-23.7014223;-46.5822937;Avenida Isaac Aizemberg;
-23.7021733;-46.5822442;Avenida Isaac Aizemberg;
-23.7017488;-46.5833528;Avenida Rosa Aizemberg;
-23.7025099;-46.5835120;Avenida Rosa Aizemberg;
-23.7019777;-46.5843202;Rua Almirante Cockrane;
-23.6998982;-46.5788119;Rua Carlos Ayres;
-23.7005387;-46.5773183;Avenida Robert Kennedy;
-23.6989418;-46.5784239;Rua José Rocha;
-23.6987284;-46.5797396;Rua Pietro Guazelli;
-23.6992300;-46.5803556;Rua Antônio Carlos de Lima;
-23.6994160;-46.5809308;Avenida Moinho Fabrini;
-23.6991912;-46.5816293;Rua Raul Quaresma;
-23.6993611;-46.5821854;Rua Doutor Curt;
-23.6989133;-46.5830181;Avenida Isaac Aizemberg;
-23.7007054;-46.5831603;Avenida Rosa Aizemberg;
-23.6986625;-46.5804404;Rua Antônio Pereira de Matos;
-23.6984826;-46.5794919;Rua Antônio Pereira de Matos;
-23.6983683;-46.5788912;Rua Antônio Pereira de Matos;
-23.6971572;-46.5785409;Rua Arací;
-23.6920986;-46.5695194;Rua Lemos Torres;
-23.6929757;-46.5694812;Rua Antônio Devisate;
-23.6935483;-46.5696904;Rua Antônio Devisate;
-23.6921383;-46.5704363;Rua Doutor José Ória;
-23.6914984;-46.5708624;Rua Lemos Torres;
-23.6692483;-46.5540303;Avenida Winston Churchill;
-23.6693318;-46.5545876;Avenida Winston Churchill;
-23.6698274;-46.5578934;Avenida Winston Churchill;
-23.6767780;-46.5572159;Avenida Kennedy;
-23.6911014;-46.5455874;Rua Avaré;
-23.6890576;-46.5464537;Rua Thales dos Santos Freire;
-23.6998164;-46.5808272;Avenida Moinho Fabrini;
-23.7011595;-46.5796025;Rua Giovanni Zechetti;
-23.7017463;-46.5760653;Rua Sérgio Cardoso;
-23.7029914;-46.5746013;Rua Angelina Ronchi Martin Bianco;
-23.7035481;-46.5746022;Rua Miguel Couto;
-23.7012001;-46.5698349;Rua Waldemar Perez Aguilar;
-23.7003734;-46.5685568;Rua Francisco Marotti;
-23.7003592;-46.5681223;Rua Francisco Marotti;
-23.7004824;-46.5687610;Rua Hércules Florence;
-23.7011554;-46.5711131;Rua João Domingues Tavares;
-23.6996760;-46.5707166;Rua João Domingues Tavares;
-23.6982188;-46.5737501;Rua Max Mangels Sênior;
-23.6992011;-46.5679527;Rua Max Mangels Sênior;
-23.6994955;-46.5639432;Avenida Álvaro Guimarães;
-23.7010261;-46.5637088;Rua Arcângelo Campanella;
-23.7797909;-46.5295876;Rua Santa Maria;
-23.7950505;-46.5343611;Rua Bruno Massone;
-23.7181914;-46.5495703;Rua Zelinda Zanella;
-23.6905906;-46.5601513;Praça Ibrahim de Almeida Nobre;
-23.6848563;-46.5506467;Avenida Lauro Gomes;
-23.6900045;-46.5608740;Praça Ibrahim de Almeida Nobre;
-23.6906592;-46.5608825;Avenida das Nações Unidas;
-23.6897524;-46.5749550;Avenida Piraporinha;
-23.6897906;-46.5691796;Avenida Piraporinha;
-23.6904895;-46.5713530;Rua Martin Luther King Júnior;
-23.6933486;-46.5679616;Avenida Álvaro Guimarães;
-23.7171903;-46.5509516;Rua Frei Gaspar;
-23.7146959;-46.5517096;Avenida Brigadeiro Faria Lima;
-23.6939124;-46.5527031;Avenida Senador Vergueiro;
-23.7135261;-46.5527621;Rua Jurubatuba;
-23.7130194;-46.5522287;Rua Américo Brasiliense;
-23.7128374;-46.5527350;Rua Américo Brasiliense;
-23.7206658;-46.5641613;Avenida João Firmino;
-23.7204340;-46.5686123;Rua Cristiano Angeli;
-23.7173854;-46.5692064;Rua Padre Antônio de Souza Lima;
-23.7179659;-46.5691698;Rua Santiago;
-23.7182253;-46.5684137;Rua Mário Rocco;
-23.7178636;-46.5726930;Rua Santiago;
-23.7176308;-46.5719839;Rua Lúcia Zincaglia;
-23.7172097;-46.5719221;Rua Lúcia Zincaglia;
-23.7173500;-46.5719684;Rua Lúcia Zincaglia;
-23.7173499;-46.5772396;Rua Batuíra;
-23.7144242;-46.5772883;Rua Vitória Maria Médici Ramos;
-23.7159171;-46.5789798;Rua Francisco Visentainer;
-23.7182397;-46.5789458;Rua Francisco Visentainer;
-23.7173867;-46.5802241;Rua Batuíra;
-23.7155003;-46.5855709;Avenida Humberto de Alencar Castelo Branco;
-23.7150677;-46.5889094;Rua José Dias Donadelli;
-23.7140684;-46.5864441;Avenida Humberto de Alencar Castelo Branco;
-23.7237471;-46.5868170;Estrada da Cooperativa;
-23.7073532;-46.5677495;Avenida Dom Jaime de Barros Câmara;
-23.7097838;-46.5746680;Avenida Robert Kennedy;
-23.7045600;-46.5760637;Avenida Robert Kennedy;
-23.7040182;-46.5762003;Avenida Robert Kennedy;
-23.7036280;-46.5762702;Avenida Robert Kennedy;
-23.7036283;-46.5763094;Avenida Robert Kennedy;
-23.7022930;-46.5763799;Avenida Robert Kennedy;
-23.7005933;-46.5770818;Avenida Robert Kennedy;
-23.6988080;-46.5777617;Avenida Robert Kennedy;
-23.6976847;-46.5770883;Rua Max Mangels Sênior;
-23.6909642;-46.5791402;Avenida Robert Kennedy;
-23.6976207;-46.5813808;Avenida Moinho Fabrini;
-23.7039551;-46.5880219;Rua Costa Rica;
-23.7044603;-46.5875756;Rua Canadá;
-23.7181458;-46.5719869;Rua Lúcia Zincaglia;
-23.7185199;-46.5698530;Rua Viña Del Mar;
-23.7182362;-46.5616869;Avenida Álvaro Guimarães;
-23.7058029;-46.5200914;Rua dos Vianas;
-23.7120008;-46.5206324;Rua Edson de Queiroz;
-23.7091396;-46.5214962;Rua José Américo Vieira de Sousa;
-23.7101051;-46.5212224;Rua Cora Coralina;
-23.7085638;-46.5203250;Rua José Cardoso Siqueira;
-23.6950684;-46.5685592;Avenida Álvaro Guimarães;
-23.6958488;-46.5654320;Rua Oragnof;
-23.6723878;-46.5812930;Avenida César Magnani;
-23.6923157;-46.5674988;Avenida Álvaro Guimarães;
-23.6893186;-46.5720149;Avenida Piraporinha;
-23.6903169;-46.5779504;Avenida Piraporinha;
-23.6849018;-46.5774795;Rua Araraquara;
-23.6859698;-46.5764325;Rua Brascola;
-23.6857675;-46.5749601;Rua Pindorama;
-23.6835545;-46.5779749;Rua Pindorama;
-23.6712984;-46.5614860;Rua João da Silva;
-23.6727609;-46.5637878;Rua Manoel Waisberg;
-23.6868256;-46.5637947;Rua Celebes;
-23.6864780;-46.5637861;Rua Celebes;
-23.7230488;-46.5504997;Avenida Brigadeiro Faria Lima;
-23.7270489;-46.5658148;Avenida Presidente João Café Filho;
-23.7285938;-46.5686255;Avenida Presidente João Café Filho;
-23.7369799;-46.5793096;Rua Ministro Nélson Hungria;
-23.7385091;-46.5788893;Rua Ministro Nélson Hungria;
-23.7382759;-46.5764697;Rua Ministro Frederico Barreto;
-23.7414166;-46.5772337;Rua Lago da Mangueira;
-23.7417810;-46.5780016;Rua Afonso de Albuquerque;
-23.7417172;-46.5747674;Estrada dos Casa;
-23.6587115;-46.5807901;Rua Pedro Chaves;
-23.6719218;-46.5849210;Rua Ibirapuera;
-23.6732835;-46.5855081;Rua Antenor Coradi;
-23.6716363;-46.5842110;Rua Cásper Libero;
-23.6723710;-46.5851132;Rua Barra Funda;
-23.6722841;-46.5842517;Rua Água Branco;
-23.6813613;-46.5758127;Avenida São Paulo;
-23.6795253;-46.5736965;Rua Oswald de Andrade;
-23.6767923;-46.5803890;Rua Adolfo Monteiro;
-23.6729924;-46.5961999;Rua Apucarana;
-23.6737850;-46.5948638;Rua Maringá;
-23.6741229;-46.5942878;Rua Paranaval;
-23.6736622;-46.5958064;Rua Alto Paraná;
-23.6711419;-46.5961886;Rua Senador Fausto Cabral;
-23.6763936;-46.5759381;Rua Alfredo Angelini;
-23.6812597;-46.5758663;Avenida São Paulo;
-23.6828141;-46.5792375;Avenida São Paulo;
-23.6894350;-46.5709162;Avenida Piraporinha;
-23.7173066;-46.5735093;Rua Batuíra;
-23.7148600;-46.5735126;Avenida Robert Kennedy;
-23.7121044;-46.5737437;Avenida Robert Kennedy;
-23.7238792;-46.5493635;Avenida Doutor José Fornari;
-23.6696024;-46.5851909;Rua Pinheiros;
-23.6697872;-46.5860444;Rua Moóca;
-23.7181675;-46.5734085;Avenida Robert Kennedy;
-23.7175897;-46.5733748;Avenida Robert Kennedy;
-23.6690904;-46.5934936;Rua Rosa Capassi;
-23.6671890;-46.5928622;Rua Antónico Ceron;
-23.6684984;-46.5944602;Rua Joaquim José de França;
-23.6664798;-46.5938189;Rua Casa Verde;
-23.6633724;-46.5950735;Avenida Gastão Castro Camorim;
-23.6628810;-46.5929501;Rua Arnaldo Psota;
-23.6647927;-46.5925847;Rua Butantã;
-23.6650428;-46.5919892;Rua Pari;
-23.6660313;-46.5936402;Rua Casa Verde;
-23.6677304;-46.5850149;Praça Eugênio Fanti Quagliarini;
-23.6662255;-46.5853928;Rua Miguel Guilles;
-23.6658781;-46.5859199;Rua Paschoal;
-23.6705533;-46.5898091;Rua Particular;
-23.6700485;-46.5895499;Rua Particular;
-23.6576058;-46.6025981;Rua Doutor Vital Brasil;
-23.6982352;-46.5835394;Rua Giovanni Grassi;
-23.6994138;-46.5834201;Avenida Rosa Aizemberg;
-23.7030126;-46.5818696;Avenida Isaac Aizemberg;
-23.7030403;-46.5820622;Avenida Isaac Aizemberg;
-23.7039655;-46.5818837;Avenida Isaac Aizemberg;
-23.7129514;-46.5937327;Rua Norberto Esteves;
-23.7148297;-46.5935273;Rua Maria Cardoso da Costa;
-23.7119445;-46.5936382;Estrada Samuel Aizemberg;
-23.7124865;-46.5940133;Rua João XXIII;
-23.7129279;-46.5941827;Rua Norberto Esteves;
-23.7200394;-46.5939135;Rua Maria Nakano;
-23.7237080;-46.5954687;Estrada Particular Fukutaro Yida;
-23.7289893;-46.5961902;Estrada Particular Fukutaro Yida;
-23.7275500;-46.5940777;Estrada Sadae Takagi;
-23.7307488;-46.5970011;Estrada Fukutaro Yida;
-23.7173633;-46.5681631;Rua Padre Antônio de Souza Lima;
-23.7176444;-46.5684531;Rua Mário Rocco;
-23.7173470;-46.5736564;Avenida Robert Kennedy;
-23.7173238;-46.5745947;Rua Batuíra;
-23.7238536;-46.5749967;Praça Giovani Breda;
-23.7251305;-46.5741226;Praça Giovani Breda;
-23.7253359;-46.5734415;Rua Ana Maria Martinez;
-23.7104749;-46.5644481;Avenida José Odorizzi;
-23.6720361;-46.5896305;Rua Elias Abrahão D N Dibbi;
-23.6722850;-46.5875334;Rua Júlio de Mesquita;
-23.6749119;-46.5924471;Rua Ángelo Gobato;
-23.6675354;-46.5804414;Avenida Trinta e Um de Março;
